ImageView_0,ImageView_90,ImageView_180,ImageView_270,ImageView_Aufsicht,ImageView_Untersicht,BB,BK,BWH1,BWH2,BANR1,BANR2,NRVNR1,NRVNR2,NRVNR3,NRVNR4,MotorSize
Middle_Motors\view_0\images\mittel_UB7_num_1.jpg,Middle_Motors\view_90\images\mittel_UB7_num_2.jpg,Middle_Motors\view_180\images\mittel_UB7_num_3.jpg,Middle_Motors\view_270\images\mittel_UB7_num_4.jpg,Middle_Motors\view_top\images\mittel_UB7_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB7_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB8_num_1.jpg,Middle_Motors\view_90\images\mittel_UB8_num_2.jpg,Middle_Motors\view_180\images\mittel_UB8_num_3.jpg,Middle_Motors\view_270\images\mittel_UB8_num_4.jpg,Middle_Motors\view_top\images\mittel_UB8_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB8_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB9_num_1.jpg,Middle_Motors\view_90\images\mittel_UB9_num_2.jpg,Middle_Motors\view_180\images\mittel_UB9_num_3.jpg,Middle_Motors\view_270\images\mittel_UB9_num_4.jpg,Middle_Motors\view_top\images\mittel_UB9_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB9_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB10_num_1.jpg,Middle_Motors\view_90\images\mittel_UB10_num_2.jpg,Middle_Motors\view_180\images\mittel_UB10_num_3.jpg,Middle_Motors\view_270\images\mittel_UB10_num_4.jpg,Middle_Motors\view_top\images\mittel_UB10_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB10_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB11_num_1.jpg,Middle_Motors\view_90\images\mittel_UB11_num_2.jpg,Middle_Motors\view_180\images\mittel_UB11_num_3.jpg,Middle_Motors\view_270\images\mittel_UB11_num_4.jpg,Middle_Motors\view_top\images\mittel_UB11_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB11_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB12_num_1.jpg,Middle_Motors\view_90\images\mittel_UB12_num_2.jpg,Middle_Motors\view_180\images\mittel_UB12_num_3.jpg,Middle_Motors\view_270\images\mittel_UB12_num_4.jpg,Middle_Motors\view_top\images\mittel_UB12_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB12_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB13_num_1.jpg,Middle_Motors\view_90\images\mittel_UB13_num_2.jpg,Middle_Motors\view_180\images\mittel_UB13_num_3.jpg,Middle_Motors\view_270\images\mittel_UB13_num_4.jpg,Middle_Motors\view_top\images\mittel_UB13_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB13_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB14_num_1.jpg,Middle_Motors\view_90\images\mittel_UB14_num_2.jpg,Middle_Motors\view_180\images\mittel_UB14_num_3.jpg,Middle_Motors\view_270\images\mittel_UB14_num_4.jpg,Middle_Motors\view_top\images\mittel_UB14_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB14_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_15_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_15_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_15_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_15_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_15_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_15_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_16_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_16_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_16_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_16_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_16_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_16_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_17_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_17_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_17_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_17_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_17_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_17_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_18_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_18_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_18_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_18_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_18_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_18_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_19_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_19_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_19_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_19_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_19_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_19_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_20_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_20_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_20_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_20_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_20_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_20_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_21_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_21_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_21_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_21_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_21_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_21_num_6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_22_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_22_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_22_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_22_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_22_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_22_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_23_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_23_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_23_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_23_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_23_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_23_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_24_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_24_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_24_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_24_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_24_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_24_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_25_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_25_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_25_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_25_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_25_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_25_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_26_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_26_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_26_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_26_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_26_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_26_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_27_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_27_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_27_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_27_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_27_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_27_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_28_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_28_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_28_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_28_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_28_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_28_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_29_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_29_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_29_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_29_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_29_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_29_num_6.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_30_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_30_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_30_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_30_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_30_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_30_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_31_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_31_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_31_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_31_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_31_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_31_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_32_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_32_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_32_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_32_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_32_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_32_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_33_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_33_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_33_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_33_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_33_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_33_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_34_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_34_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_34_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_34_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_34_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_34_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_35_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_35_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_35_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_35_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_35_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_35_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_36_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_36_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_36_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_36_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_36_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_36_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_37_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_37_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_37_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_37_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_37_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_37_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_38_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_38_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_38_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_38_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_38_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_38_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_39_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_39_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_39_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_39_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_39_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_39_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_40_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_40_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_40_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_40_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_40_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_40_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_41_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_41_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_41_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_41_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_41_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_41_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_42_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_42_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_42_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_42_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_42_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_42_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_43_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_43_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_43_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_43_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_43_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_43_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_44_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_44_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_44_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_44_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_44_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_44_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_45_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_45_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_45_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_45_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_45_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_45_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_46_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_46_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_46_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_46_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_46_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_46_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_47_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_47_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_47_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_47_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_47_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_47_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_48_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_48_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_48_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_48_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_48_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_48_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_49_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_49_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_49_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_49_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_49_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_49_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_50_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_50_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_50_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_50_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_50_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_50_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_51_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_51_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_51_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_51_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_51_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_51_num_6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_52_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_52_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_52_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_52_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_52_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_52_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_53_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_53_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_53_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_53_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_53_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_53_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_54_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_54_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_54_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_54_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_54_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_54_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_55_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_55_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_55_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_55_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_55_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_55_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_56_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_56_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_56_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_56_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_56_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_56_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_57_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_57_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_57_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_57_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_57_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_57_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_58_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_58_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_58_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_58_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_58_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_58_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_59_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_59_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_59_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_59_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_59_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_59_num_6.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_60_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_60_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_60_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_60_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_60_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_60_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_61_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_61_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_61_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_61_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_61_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_61_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_62_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_62_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_62_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_62_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_62_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_62_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_63_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_63_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_63_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_63_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_63_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_63_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_64_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_64_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_64_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_64_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_64_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_64_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_65_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_65_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_65_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_65_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_65_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_65_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB_66_num_1.jpg,Middle_Motors\view_90\images\mittel_UB_66_num_2.jpg,Middle_Motors\view_180\images\mittel_UB_66_num_3.jpg,Middle_Motors\view_270\images\mittel_UB_66_num_4.jpg,Middle_Motors\view_top\images\mittel_UB_66_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB_66_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
